"age","sex","location_code","cause","rate","measure","location_type"
30,2,1,"all_cause_dementia",0.00000105550880165904,"prevalence","imd_decile"
30,1,1,"all_cause_dementia",0.0000011252732746202,"prevalence","imd_decile"
31,2,1,"all_cause_dementia",0.00000108734917607489,"prevalence","imd_decile"
31,1,1,"all_cause_dementia",0.00000114992384230524,"prevalence","imd_decile"
32,2,1,"all_cause_dementia",0.00000119067563379488,"prevalence","imd_decile"
32,1,1,"all_cause_dementia",0.00000124945474582013,"prevalence","imd_decile"
33,2,1,"all_cause_dementia",0.00000143631974923969,"prevalence","imd_decile"
33,1,1,"all_cause_dementia",0.00000146619831351632,"prevalence","imd_decile"
34,2,1,"all_cause_dementia",0.00000192486689386403,"prevalence","imd_decile"
34,1,1,"all_cause_dementia",0.00000195349975329295,"prevalence","imd_decile"
35,2,1,"all_cause_dementia",0.00000303071663652754,"prevalence","imd_decile"
35,1,1,"all_cause_dementia",0.00000300175024428252,"prevalence","imd_decile"
36,2,1,"all_cause_dementia",0.00000557795546969991,"prevalence","imd_decile"
36,1,1,"all_cause_dementia",0.00000548902820077399,"prevalence","imd_decile"
37,2,1,"all_cause_dementia",0.000011733957855786,"prevalence","imd_decile"
37,1,1,"all_cause_dementia",0.0000113078046070994,"prevalence","imd_decile"
38,2,1,"all_cause_dementia",0.0000264204886460655,"prevalence","imd_decile"
38,1,1,"all_cause_dementia",0.0000251765463027769,"prevalence","imd_decile"
39,2,1,"all_cause_dementia",0.0000599197897135818,"prevalence","imd_decile"
39,1,1,"all_cause_dementia",0.0000563217174701084,"prevalence","imd_decile"
40,2,1,"all_cause_dementia",0.000129558366655372,"prevalence","imd_decile"
40,1,1,"all_cause_dementia",0.000120587641866852,"prevalence","imd_decile"
41,2,1,"all_cause_dementia",0.000256285536582707,"prevalence","imd_decile"
41,1,1,"all_cause_dementia",0.000234768424935682,"prevalence","imd_decile"
42,2,1,"all_cause_dementia",0.000462929030894701,"prevalence","imd_decile"
42,1,1,"all_cause_dementia",0.000415495837528151,"prevalence","imd_decile"
43,2,1,"all_cause_dementia",0.000755572657944701,"prevalence","imd_decile"
43,1,1,"all_cause_dementia",0.000668629126151029,"prevalence","imd_decile"
44,2,1,"all_cause_dementia",0.00114627915947293,"prevalence","imd_decile"
44,1,1,"all_cause_dementia",0.000995129443469046,"prevalence","imd_decile"
45,2,1,"all_cause_dementia",0.00160004611219695,"prevalence","imd_decile"
45,1,1,"all_cause_dementia",0.0013740240215984,"prevalence","imd_decile"
46,2,1,"all_cause_dementia",0.00211115412024403,"prevalence","imd_decile"
46,1,1,"all_cause_dementia",0.0017855762036323,"prevalence","imd_decile"
47,2,1,"all_cause_dementia",0.00262548024754383,"prevalence","imd_decile"
47,1,1,"all_cause_dementia",0.00218419694162585,"prevalence","imd_decile"
48,2,1,"all_cause_dementia",0.00308919787639742,"prevalence","imd_decile"
48,1,1,"all_cause_dementia",0.00255262003250084,"prevalence","imd_decile"
49,2,1,"all_cause_dementia",0.00355300835162552,"prevalence","imd_decile"
49,1,1,"all_cause_dementia",0.00289173546781499,"prevalence","imd_decile"
50,2,1,"all_cause_dementia",0.00394974648512084,"prevalence","imd_decile"
50,1,1,"all_cause_dementia",0.00320249998656164,"prevalence","imd_decile"
51,2,1,"all_cause_dementia",0.00435440356191815,"prevalence","imd_decile"
51,1,1,"all_cause_dementia",0.00353195284369796,"prevalence","imd_decile"
52,2,1,"all_cause_dementia",0.00478606775364069,"prevalence","imd_decile"
52,1,1,"all_cause_dementia",0.0038204490182447,"prevalence","imd_decile"
53,2,1,"all_cause_dementia",0.00517541099779782,"prevalence","imd_decile"
53,1,1,"all_cause_dementia",0.00413885161449754,"prevalence","imd_decile"
54,2,1,"all_cause_dementia",0.00562666981142316,"prevalence","imd_decile"
54,1,1,"all_cause_dementia",0.00447386347735735,"prevalence","imd_decile"
55,2,1,"all_cause_dementia",0.00612311813393527,"prevalence","imd_decile"
55,1,1,"all_cause_dementia",0.00486307365779983,"prevalence","imd_decile"
56,2,1,"all_cause_dementia",0.00666961463334826,"prevalence","imd_decile"
56,1,1,"all_cause_dementia",0.00533118693916536,"prevalence","imd_decile"
57,2,1,"all_cause_dementia",0.00735866803312708,"prevalence","imd_decile"
57,1,1,"all_cause_dementia",0.00587619602922418,"prevalence","imd_decile"
58,2,1,"all_cause_dementia",0.00808420254909345,"prevalence","imd_decile"
58,1,1,"all_cause_dementia",0.0064839674693767,"prevalence","imd_decile"
59,2,1,"all_cause_dementia",0.00901571870230802,"prevalence","imd_decile"
59,1,1,"all_cause_dementia",0.00729733393136884,"prevalence","imd_decile"
60,2,1,"all_cause_dementia",0.0101065123443463,"prevalence","imd_decile"
60,1,1,"all_cause_dementia",0.00825336594505337,"prevalence","imd_decile"
61,2,1,"all_cause_dementia",0.0115013109098721,"prevalence","imd_decile"
61,1,1,"all_cause_dementia",0.00936667600767511,"prevalence","imd_decile"
62,2,1,"all_cause_dementia",0.013138293289961,"prevalence","imd_decile"
62,1,1,"all_cause_dementia",0.010782398079019,"prevalence","imd_decile"
63,2,1,"all_cause_dementia",0.0152336343093734,"prevalence","imd_decile"
63,1,1,"all_cause_dementia",0.0123970073584635,"prevalence","imd_decile"
64,2,1,"all_cause_dementia",0.0176518666974271,"prevalence","imd_decile"
64,1,1,"all_cause_dementia",0.0144504841904114,"prevalence","imd_decile"
65,2,1,"all_cause_dementia",0.0205270520693066,"prevalence","imd_decile"
65,1,1,"all_cause_dementia",0.0167841086229707,"prevalence","imd_decile"
66,2,1,"all_cause_dementia",0.0243173412826953,"prevalence","imd_decile"
66,1,1,"all_cause_dementia",0.0196904102674593,"prevalence","imd_decile"
67,2,1,"all_cause_dementia",0.0284789801214988,"prevalence","imd_decile"
67,1,1,"all_cause_dementia",0.0230024469803767,"prevalence","imd_decile"
68,2,1,"all_cause_dementia",0.033549387187531,"prevalence","imd_decile"
68,1,1,"all_cause_dementia",0.0271728025846104,"prevalence","imd_decile"
69,2,1,"all_cause_dementia",0.039801101325224,"prevalence","imd_decile"
69,1,1,"all_cause_dementia",0.0318798870418526,"prevalence","imd_decile"
70,2,1,"all_cause_dementia",0.0469571695997395,"prevalence","imd_decile"
70,1,1,"all_cause_dementia",0.0372262016435783,"prevalence","imd_decile"
71,2,1,"all_cause_dementia",0.0553704444672411,"prevalence","imd_decile"
71,1,1,"all_cause_dementia",0.0437849010159477,"prevalence","imd_decile"
72,2,1,"all_cause_dementia",0.0653612709624129,"prevalence","imd_decile"
72,1,1,"all_cause_dementia",0.0515486929885793,"prevalence","imd_decile"
73,2,1,"all_cause_dementia",0.075419587806786,"prevalence","imd_decile"
73,1,1,"all_cause_dementia",0.0593690691151587,"prevalence","imd_decile"
74,2,1,"all_cause_dementia",0.0882304743037985,"prevalence","imd_decile"
74,1,1,"all_cause_dementia",0.0685673250500346,"prevalence","imd_decile"
75,2,1,"all_cause_dementia",0.101447572315515,"prevalence","imd_decile"
75,1,1,"all_cause_dementia",0.0784415375957861,"prevalence","imd_decile"
76,2,1,"all_cause_dementia",0.116978086882356,"prevalence","imd_decile"
76,1,1,"all_cause_dementia",0.0891773424212817,"prevalence","imd_decile"
77,2,1,"all_cause_dementia",0.133878572983526,"prevalence","imd_decile"
77,1,1,"all_cause_dementia",0.101725816983708,"prevalence","imd_decile"
78,2,1,"all_cause_dementia",0.151280221538135,"prevalence","imd_decile"
78,1,1,"all_cause_dementia",0.11441686485243,"prevalence","imd_decile"
79,2,1,"all_cause_dementia",0.17246998009422,"prevalence","imd_decile"
79,1,1,"all_cause_dementia",0.128139909434739,"prevalence","imd_decile"
80,2,1,"all_cause_dementia",0.190855856968368,"prevalence","imd_decile"
80,1,1,"all_cause_dementia",0.141641689417047,"prevalence","imd_decile"
81,2,1,"all_cause_dementia",0.210898105508481,"prevalence","imd_decile"
81,1,1,"all_cause_dementia",0.156172603763463,"prevalence","imd_decile"
82,2,1,"all_cause_dementia",0.231579309524675,"prevalence","imd_decile"
82,1,1,"all_cause_dementia",0.171986011012539,"prevalence","imd_decile"
83,2,1,"all_cause_dementia",0.25392097052856,"prevalence","imd_decile"
83,1,1,"all_cause_dementia",0.186053339272498,"prevalence","imd_decile"
84,2,1,"all_cause_dementia",0.275743205586789,"prevalence","imd_decile"
84,1,1,"all_cause_dementia",0.203147447770896,"prevalence","imd_decile"
85,2,1,"all_cause_dementia",0.292677298939282,"prevalence","imd_decile"
85,1,1,"all_cause_dementia",0.21152072344317,"prevalence","imd_decile"
86,2,1,"all_cause_dementia",0.315062009837864,"prevalence","imd_decile"
86,1,1,"all_cause_dementia",0.229530987064439,"prevalence","imd_decile"
87,2,1,"all_cause_dementia",0.334764443929362,"prevalence","imd_decile"
87,1,1,"all_cause_dementia",0.240935148479694,"prevalence","imd_decile"
88,2,1,"all_cause_dementia",0.354043219491234,"prevalence","imd_decile"
88,1,1,"all_cause_dementia",0.25458120645106,"prevalence","imd_decile"
89,2,1,"all_cause_dementia",0.372219819288278,"prevalence","imd_decile"
89,1,1,"all_cause_dementia",0.268912228978945,"prevalence","imd_decile"
90,2,1,"all_cause_dementia",0.400602236195565,"prevalence","imd_decile"
90,1,1,"all_cause_dementia",0.278976115857964,"prevalence","imd_decile"
91,2,1,"all_cause_dementia",0.416681111508855,"prevalence","imd_decile"
91,1,1,"all_cause_dementia",0.28997144963395,"prevalence","imd_decile"
92,2,1,"all_cause_dementia",0.431974197336422,"prevalence","imd_decile"
92,1,1,"all_cause_dementia",0.300390857024166,"prevalence","imd_decile"
93,2,1,"all_cause_dementia",0.446719619601849,"prevalence","imd_decile"
93,1,1,"all_cause_dementia",0.310403208927285,"prevalence","imd_decile"
94,2,1,"all_cause_dementia",0.461206220165023,"prevalence","imd_decile"
94,1,1,"all_cause_dementia",0.320212650248528,"prevalence","imd_decile"
95,2,1,"all_cause_dementia",0.4757708986119,"prevalence","imd_decile"
95,1,1,"all_cause_dementia",0.330056527680293,"prevalence","imd_decile"
96,2,1,"all_cause_dementia",0.4757708986119,"prevalence","imd_decile"
96,1,1,"all_cause_dementia",0.330056527680293,"prevalence","imd_decile"
97,2,1,"all_cause_dementia",0.4757708986119,"prevalence","imd_decile"
97,1,1,"all_cause_dementia",0.330056527680293,"prevalence","imd_decile"
98,2,1,"all_cause_dementia",0.4757708986119,"prevalence","imd_decile"
98,1,1,"all_cause_dementia",0.330056527680293,"prevalence","imd_decile"
99,2,1,"all_cause_dementia",0.4757708986119,"prevalence","imd_decile"
99,1,1,"all_cause_dementia",0.330056527680293,"prevalence","imd_decile"
100,2,1,"all_cause_dementia",0.4757708986119,"prevalence","imd_decile"
100,1,1,"all_cause_dementia",0.330056527680293,"prevalence","imd_decile"
0,2,2,"all_cause_dementia",0.00000119282375522624,"prevalence","imd_decile"
0,1,2,"all_cause_dementia",0.00000122505884735579,"prevalence","imd_decile"
1,2,2,"all_cause_dementia",0.00000119306557599514,"prevalence","imd_decile"
1,1,2,"all_cause_dementia",0.00000122304599311472,"prevalence","imd_decile"
2,2,2,"all_cause_dementia",0.00000118228759510048,"prevalence","imd_decile"
2,1,2,"all_cause_dementia",0.00000122447787452042,"prevalence","imd_decile"
3,2,2,"all_cause_dementia",0.00000119351093032837,"prevalence","imd_decile"
3,1,2,"all_cause_dementia",0.00000121900514354811,"prevalence","imd_decile"
4,2,2,"all_cause_dementia",0.00000118648488599624,"prevalence","imd_decile"
4,1,2,"all_cause_dementia",0.0000012190216418015,"prevalence","imd_decile"
5,2,2,"all_cause_dementia",0.00000120006812737786,"prevalence","imd_decile"
5,1,2,"all_cause_dementia",0.0000012211045094649,"prevalence","imd_decile"
6,2,2,"all_cause_dementia",0.00000119933340889035,"prevalence","imd_decile"
6,1,2,"all_cause_dementia",0.00000121515926753398,"prevalence","imd_decile"
7,2,2,"all_cause_dementia",0.00000118847998867486,"prevalence","imd_decile"
7,1,2,"all_cause_dementia",0.00000122014573869761,"prevalence","imd_decile"
8,2,2,"all_cause_dementia",0.00000119413063951989,"prevalence","imd_decile"
8,1,2,"all_cause_dementia",0.00000121830061074822,"prevalence","imd_decile"
9,2,2,"all_cause_dementia",0.00000118594900223777,"prevalence","imd_decile"
9,1,2,"all_cause_dementia",0.00000122138682181964,"prevalence","imd_decile"
10,2,2,"all_cause_dementia",0.00000119040862124817,"prevalence","imd_decile"
10,1,2,"all_cause_dementia",0.00000121552648708296,"prevalence","imd_decile"
11,2,2,"all_cause_dementia",0.00000118101345375129,"prevalence","imd_decile"
11,1,2,"all_cause_dementia",0.00000121131445189365,"prevalence","imd_decile"
12,2,2,"all_cause_dementia",0.0000011846759789913,"prevalence","imd_decile"
12,1,2,"all_cause_dementia",0.00000120691153463292,"prevalence","imd_decile"
13,2,2,"all_cause_dementia",0.00000117813196250161,"prevalence","imd_decile"
13,1,2,"all_cause_dementia",0.00000120430255079945,"prevalence","imd_decile"
14,2,2,"all_cause_dementia",0.0000011825416646175,"prevalence","imd_decile"
14,1,2,"all_cause_dementia",0.00000121666113848665,"prevalence","imd_decile"
15,2,2,"all_cause_dementia",0.00000119269498561956,"prevalence","imd_decile"
15,1,2,"all_cause_dementia",0.00000121628720799598,"prevalence","imd_decile"
16,2,2,"all_cause_dementia",0.0000011869186223255,"prevalence","imd_decile"
16,1,2,"all_cause_dementia",0.0000012178516413304,"prevalence","imd_decile"
17,2,2,"all_cause_dementia",0.00000119688637068566,"prevalence","imd_decile"
17,1,2,"all_cause_dementia",0.00000121974110785461,"prevalence","imd_decile"
18,2,2,"all_cause_dementia",0.00000120299391059481,"prevalence","imd_decile"
18,1,2,"all_cause_dementia",0.00000122753893942602,"prevalence","imd_decile"
19,2,2,"all_cause_dementia",0.00000117412544522822,"prevalence","imd_decile"
19,1,2,"all_cause_dementia",0.00000124540393923036,"prevalence","imd_decile"
20,2,2,"all_cause_dementia",0.00000117945427177463,"prevalence","imd_decile"
20,1,2,"all_cause_dementia",0.00000126284074797443,"prevalence","imd_decile"
21,2,2,"all_cause_dementia",0.00000117812560179063,"prevalence","imd_decile"
21,1,2,"all_cause_dementia",0.00000125537359922881,"prevalence","imd_decile"
22,2,2,"all_cause_dementia",0.00000117111748778925,"prevalence","imd_decile"
22,1,2,"all_cause_dementia",0.00000124105829658413,"prevalence","imd_decile"
23,2,2,"all_cause_dementia",0.00000115133240387912,"prevalence","imd_decile"
23,1,2,"all_cause_dementia",0.00000121682798861298,"prevalence","imd_decile"
24,2,2,"all_cause_dementia",0.0000011286247936741,"prevalence","imd_decile"
24,1,2,"all_cause_dementia",0.00000119571586561884,"prevalence","imd_decile"
25,2,2,"all_cause_dementia",0.00000108639810096657,"prevalence","imd_decile"
25,1,2,"all_cause_dementia",0.00000115437458764717,"prevalence","imd_decile"
26,2,2,"all_cause_dementia",0.00000104710796905898,"prevalence","imd_decile"
26,1,2,"all_cause_dementia",0.00000111373165069811,"prevalence","imd_decile"
27,2,2,"all_cause_dementia",0.00000100567011687776,"prevalence","imd_decile"
27,1,2,"all_cause_dementia",0.00000106956903661507,"prevalence","imd_decile"
28,2,2,"all_cause_dementia",0.000000971906639770009,"prevalence","imd_decile"
28,1,2,"all_cause_dementia",0.0000010298840289994,"prevalence","imd_decile"
29,2,2,"all_cause_dementia",0.000000944798587027821,"prevalence","imd_decile"
29,1,2,"all_cause_dementia",0.000000997113594882121,"prevalence","imd_decile"
30,2,2,"all_cause_dementia",0.00000095137963140747,"prevalence","imd_decile"
30,1,2,"all_cause_dementia",0.000000989142187359563,"prevalence","imd_decile"
31,2,2,"all_cause_dementia",0.000000984362846204456,"prevalence","imd_decile"
31,1,2,"all_cause_dementia",0.00000100972780741559,"prevalence","imd_decile"
32,2,2,"all_cause_dementia",0.00000107651415323369,"prevalence","imd_decile"
32,1,2,"all_cause_dementia",0.00000109036204614724,"prevalence","imd_decile"
33,2,2,"all_cause_dementia",0.00000129171467804205,"prevalence","imd_decile"
33,1,2,"all_cause_dementia",0.00000128663941835196,"prevalence","imd_decile"
34,2,2,"all_cause_dementia",0.00000174653141128596,"prevalence","imd_decile"
34,1,2,"all_cause_dementia",0.00000171747752244553,"prevalence","imd_decile"
35,2,2,"all_cause_dementia",0.00000275276234198231,"prevalence","imd_decile"
35,1,2,"all_cause_dementia",0.0000026449601239412,"prevalence","imd_decile"
36,2,2,"all_cause_dementia",0.00000511736485929558,"prevalence","imd_decile"
36,1,2,"all_cause_dementia",0.00000484287272627239,"prevalence","imd_decile"
37,2,2,"all_cause_dementia",0.0000107084702732577,"prevalence","imd_decile"
37,1,2,"all_cause_dementia",0.00000998877449929978,"prevalence","imd_decile"
38,2,2,"all_cause_dementia",0.0000239326787883041,"prevalence","imd_decile"
38,1,2,"all_cause_dementia",0.0000223538896173799,"prevalence","imd_decile"
39,2,2,"all_cause_dementia",0.0000549907921789299,"prevalence","imd_decile"
39,1,2,"all_cause_dementia",0.0000499285271829127,"prevalence","imd_decile"
40,2,2,"all_cause_dementia",0.000118303863413522,"prevalence","imd_decile"
40,1,2,"all_cause_dementia",0.000106291168166167,"prevalence","imd_decile"
41,2,2,"all_cause_dementia",0.000232523430748275,"prevalence","imd_decile"
41,1,2,"all_cause_dementia",0.000208071357869186,"prevalence","imd_decile"
42,2,2,"all_cause_dementia",0.000416427850419149,"prevalence","imd_decile"
42,1,2,"all_cause_dementia",0.0003667717505576,"prevalence","imd_decile"
43,2,2,"all_cause_dementia",0.000687512451105003,"prevalence","imd_decile"
43,1,2,"all_cause_dementia",0.000596962231812857,"prevalence","imd_decile"
44,2,2,"all_cause_dementia",0.00103674973587069,"prevalence","imd_decile"
44,1,2,"all_cause_dementia",0.000883960608817915,"prevalence","imd_decile"
45,2,2,"all_cause_dementia",0.00145618954704098,"prevalence","imd_decile"
45,1,2,"all_cause_dementia",0.00122506187767838,"prevalence","imd_decile"
46,2,2,"all_cause_dementia",0.00191933465225497,"prevalence","imd_decile"
46,1,2,"all_cause_dementia",0.00158149326682139,"prevalence","imd_decile"
47,2,2,"all_cause_dementia",0.00237269133920473,"prevalence","imd_decile"
47,1,2,"all_cause_dementia",0.00193857051304188,"prevalence","imd_decile"
48,2,2,"all_cause_dementia",0.00281506521894354,"prevalence","imd_decile"
48,1,2,"all_cause_dementia",0.00226742233745405,"prevalence","imd_decile"
49,2,2,"all_cause_dementia",0.00324510777455237,"prevalence","imd_decile"
49,1,2,"all_cause_dementia",0.00256789165245884,"prevalence","imd_decile"
50,2,2,"all_cause_dementia",0.00360129990034962,"prevalence","imd_decile"
50,1,2,"all_cause_dementia",0.00282819977781104,"prevalence","imd_decile"
51,2,2,"all_cause_dementia",0.0039651006333567,"prevalence","imd_decile"
51,1,2,"all_cause_dementia",0.00312461397255644,"prevalence","imd_decile"
52,2,2,"all_cause_dementia",0.00431493735807123,"prevalence","imd_decile"
52,1,2,"all_cause_dementia",0.00338644476768645,"prevalence","imd_decile"
53,2,2,"all_cause_dementia",0.00472037112325251,"prevalence","imd_decile"
53,1,2,"all_cause_dementia",0.00366551036350542,"prevalence","imd_decile"
54,2,2,"all_cause_dementia",0.00508669986559472,"prevalence","imd_decile"
54,1,2,"all_cause_dementia",0.0039801547287513,"prevalence","imd_decile"
55,2,2,"all_cause_dementia",0.00550370158052002,"prevalence","imd_decile"
55,1,2,"all_cause_dementia",0.00431297641849488,"prevalence","imd_decile"
56,2,2,"all_cause_dementia",0.00602780337033629,"prevalence","imd_decile"
56,1,2,"all_cause_dementia",0.004722624853696,"prevalence","imd_decile"
57,2,2,"all_cause_dementia",0.00661957496216963,"prevalence","imd_decile"
57,1,2,"all_cause_dementia",0.00517582409043871,"prevalence","imd_decile"
58,2,2,"all_cause_dementia",0.007322509490358,"prevalence","imd_decile"
58,1,2,"all_cause_dementia",0.00574484492378558,"prevalence","imd_decile"
59,2,2,"all_cause_dementia",0.0081042270840512,"prevalence","imd_decile"
59,1,2,"all_cause_dementia",0.0064287567588395,"prevalence","imd_decile"
60,2,2,"all_cause_dementia",0.00914412973295151,"prevalence","imd_decile"
60,1,2,"all_cause_dementia",0.00723382467115111,"prevalence","imd_decile"
61,2,2,"all_cause_dementia",0.0104551205003377,"prevalence","imd_decile"
61,1,2,"all_cause_dementia",0.00830947817453003,"prevalence","imd_decile"
62,2,2,"all_cause_dementia",0.0119156958023868,"prevalence","imd_decile"
62,1,2,"all_cause_dementia",0.00950306645997651,"prevalence","imd_decile"
63,2,2,"all_cause_dementia",0.0137787944329867,"prevalence","imd_decile"
63,1,2,"all_cause_dementia",0.0109596007165215,"prevalence","imd_decile"
64,2,2,"all_cause_dementia",0.0160300950575081,"prevalence","imd_decile"
64,1,2,"all_cause_dementia",0.0127631346664172,"prevalence","imd_decile"
65,2,2,"all_cause_dementia",0.0187722340196466,"prevalence","imd_decile"
65,1,2,"all_cause_dementia",0.0149208597253502,"prevalence","imd_decile"
66,2,2,"all_cause_dementia",0.0218812538257188,"prevalence","imd_decile"
66,1,2,"all_cause_dementia",0.0175341859569955,"prevalence","imd_decile"
67,2,2,"all_cause_dementia",0.025908587107933,"prevalence","imd_decile"
67,1,2,"all_cause_dementia",0.0204220049717025,"prevalence","imd_decile"
68,2,2,"all_cause_dementia",0.0302334818792499,"prevalence","imd_decile"
68,1,2,"all_cause_dementia",0.0242105427849159,"prevalence","imd_decile"
69,2,2,"all_cause_dementia",0.0361195236734568,"prevalence","imd_decile"
69,1,2,"all_cause_dementia",0.0281282008575816,"prevalence","imd_decile"
70,2,2,"all_cause_dementia",0.0426134924586926,"prevalence","imd_decile"
70,1,2,"all_cause_dementia",0.0332172829719553,"prevalence","imd_decile"
71,2,2,"all_cause_dementia",0.0499959815964849,"prevalence","imd_decile"
71,1,2,"all_cause_dementia",0.0389052694817456,"prevalence","imd_decile"
72,2,2,"all_cause_dementia",0.0587868149783066,"prevalence","imd_decile"
72,1,2,"all_cause_dementia",0.0448048830872653,"prevalence","imd_decile"
73,2,2,"all_cause_dementia",0.0689533689356389,"prevalence","imd_decile"
73,1,2,"all_cause_dementia",0.0524719050520757,"prevalence","imd_decile"
74,2,2,"all_cause_dementia",0.0803128440127538,"prevalence","imd_decile"
74,1,2,"all_cause_dementia",0.0603902820680658,"prevalence","imd_decile"
75,2,2,"all_cause_dementia",0.0923894470466695,"prevalence","imd_decile"
75,1,2,"all_cause_dementia",0.0695593818980511,"prevalence","imd_decile"
76,2,2,"all_cause_dementia",0.105326610807249,"prevalence","imd_decile"
76,1,2,"all_cause_dementia",0.079162606112791,"prevalence","imd_decile"
77,2,2,"all_cause_dementia",0.11966001421438,"prevalence","imd_decile"
77,1,2,"all_cause_dementia",0.0892934865984423,"prevalence","imd_decile"
78,2,2,"all_cause_dementia",0.137570973674437,"prevalence","imd_decile"
78,1,2,"all_cause_dementia",0.101868687557753,"prevalence","imd_decile"
79,2,2,"all_cause_dementia",0.154233681106693,"prevalence","imd_decile"
79,1,2,"all_cause_dementia",0.11435534798205,"prevalence","imd_decile"
80,2,2,"all_cause_dementia",0.170487032165318,"prevalence","imd_decile"
80,1,2,"all_cause_dementia",0.126282087430777,"prevalence","imd_decile"
